index,업태구분명,사업장명,소재지전체주소,좌표정보(x),좌표정보(y),인허가일자,시설총규모
7497,기타,밥묵자고기묵자,강원특별자치도 춘천시 소양로4가 109-5,263373.614138306,486218.319176021,2023-08-30,21.6
7498,기타,훈연고기,강원특별자치도 춘천시 후평동 684-14,265412.570321582,486713.502307113,2023-08-03,28.2
7499,기타,페페버거,강원특별자치도 춘천시 운교동 185-5,264489.332995749,486490.811604619,2023-08-16,22.0
7500,기타,명륜진사갈비거두사거리점,강원특별자치도 춘천시 동내면 거두리 912-1,265991.760190116,483967.295352357,2023-08-16,367.98
7501,기타,백돈춘천점,강원특별자치도 춘천시 석사동 654-19,265066.369548364,484351.331740234,2023-08-16,86.13
7502,기타,카쿠레가춘천점,강원특별자치도 춘천시 조양동 37-1,264033.740910187,486636.429290749,2023-09-08,91.31
7503,경양식,트리트(Treat),강원특별자치도 춘천시 칠전동 551-5,262716.425644934,482498.802546024,2023-07-26,39.2
7504,기타,치킨포차,강원특별자치도 춘천시 후평동 867 대우아파트,266743.003648696,486217.237897675,2023-09-08,17.6
7505,기타,분식집에하숙하는붕어빵,강원특별자치도 춘천시 교동 136-7,264549.733211917,486789.419247184,2023-09-08,28.06
7506,식육(숯불구이),동신 냉삼집,강원특별자치도 춘천시 교동 152-1,264882.586431786,487031.525859865,2023-08-31,156.38
7507,분식,김밥과친구들2호점,강원특별자치도 춘천시 후평동 692-1,265578.883145319,486729.610944238,2023-07-04,42.16
7508,기타,팔광포차,강원특별자치도 춘천시 운교동 188-3,264578.672777051,486400.784795056,2023-08-08,59.29
7509,호프/통닭,기영이 숯불두마리치킨 춘천퇴계점,강원특별자치도 춘천시 퇴계동 1036-2 퇴계8단지주공아파트상가,265553.790128403,483137.269282193,2023-08-02,31.5
7510,기타,퍼펙트푸드,강원특별자치도 춘천시 후평동 705-4,265650.725658328,486964.609557611,2023-08-21,80.88
7511,기타,산수리폭포가든,강원특별자치도 춘천시 남산면 산수리 195,258267.125271996,468179.3552102,2023-08-21,132.88
7512,기타,그린닭갈비,강원특별자치도 춘천시 신동면 증리 903-2,263256.070408366,479735.713805008,2023-08-28,112.5
7513,기타,인생건어물맥주공지천점,강원특별자치도 춘천시 삼천동 13-1,262155.339956187,485796.818762133,2023-08-28,88.0
7514,기타,제이,강원특별자치도 춘천시 후평동 711-24,265507.865990489,487215.708488289,2023-08-28,101.06
7515,기타,그대별처럼,강원특별자치도 춘천시 남면 가정리 887-1,250857.104356417,470164.735987016,2023-08-28,109.05
7516,기타,위찜우두점,강원특별자치도 춘천시 우두동 1111-7,264763.089025223,489718.988052379,2023-08-28,72.07
7517,기타,진가네왕족발,강원특별자치도 춘천시 운교동 177-6,264415.803224725,486059.45081097,2023-08-07,32.75
7518,중국식,야미마라탕,강원특별자치도 춘천시 석사동 885-3,265515.316122155,483566.14122817,2023-08-09,96.0
7519,호프/통닭,오늘통닭춘천우두점,강원특별자치도 춘천시 우두동 1117-3,264368.048751443,489723.1564317,2023-08-09,91.12
7520,식육(숯불구이),왁자지껄뒷고기집,강원특별자치도 춘천시 후평동 798-7,266094.503172469,486260.338388073,2023-08-09,150.12
7521,기타,생삼겹구루요선점,강원특별자치도 춘천시 요선동 145,263953.459515772,487021.419362094,2023-08-01,80.34
7522,한식,곰소젓갈밥상,강원특별자치도 춘천시 효자동 590-48,263774.137776383,485420.331206248,2023-08-11,87.84
7523,기타,호앤호,강원특별자치도 춘천시 효자동 652-3,264641.750896295,486126.801938597,2023-08-11,112.0
7524,기타,미돈,강원특별자치도 춘천시 퇴계동 902-8,263691.863569111,484349.567057698,2023-08-01,47.49
7525,기타,넘버25호텔남춘천점,강원특별자치도 춘천시 효자동 305-46,264603.034819911,484958.358616652,2023-08-04,53.04
7526,기타,도니니1894본점,강원특별자치도 춘천시 퇴계동 1240 e편한세상 춘천 한숲시티,264260.591704341,483777.59503768,2023-08-04,88.0
7527,기타,더도시락,강원특별자치도 춘천시 후평동 873-1,266656.016896446,486282.600764115,2023-08-04,46.0
7528,기타,별미분식,강원특별자치도 춘천시 요선동 18-2,263923.839491295,486755.236570881,2023-08-04,35.7
7529,한식,라스트춘선춘천점,강원특별자치도 춘천시 후평동 801-5,266178.679888492,486262.147721133,2023-08-04,122.43
7530,기타,팔호냉삼집거두리점,강원특별자치도 춘천시 동내면 거두리 954-5,266253.02,483586.885,2023-06-30,111.83
7531,기타,한양마차,강원특별자치도 춘천시 근화동 722-4,262957.221282804,486059.720016585,2023-06-30,58.5
7532,한식,조부자매운순대가춘천점,강원특별자치도 춘천시 퇴계동 471-10,264428.421999662,483272.16466429,2023-08-14,222.85
7533,중국식,바오바오양꼬치앤훠궈,강원특별자치도 춘천시 동내면 거두리 1090-3,266422.975998126,483807.519605644,2023-08-14,264.88
7534,기타,피시프레시,강원특별자치도 춘천시 석사동 818-13,265591.722398029,483924.525809904,2023-07-06,200.83
7535,기타,콘스델리김유정역점,강원특별자치도 춘천시 신동면 증리 370-1,262781.621543878,479571.303434834,2023-07-06,148.4
7536,기타,반게반게,강원특별자치도 춘천시 삼천동 38-1,262023.241396906,485289.06979184,2023-07-10,163.0
7537,기타,커피나인아이엠씨,강원특별자치도 춘천시 동면 장학리 139-165,268309.476924547,488066.314877237,2023-07-10,136.34
7538,기타,골목횟집,강원특별자치도 춘천시 후평동 725-10,265801.56822827,487080.656718226,2023-07-11,83.2
7539,기타,브라운돈까스모다아울렛춘천점,강원특별자치도 춘천시 온의동 601 춘천 센트럴타워 푸르지오,263345.431242431,485397.525389929,2023-07-18,60.66
7540,기타,소확행피자춘천광장점,강원특별자치도 춘천시 교동 126-18,264745.007921306,486433.51611328,2023-06-30,33.0
7541,한식,못생긴핫도그,강원특별자치도 춘천시 효자동 604-2,264821.957063974,486196.85952772,2023-06-30,26.25
7542,기타,도그도그,강원특별자치도 춘천시 우두동 1094-1,264903.489687746,490113.16589719,2023-07-27,107.38
7543,한식,베러인타임(better in time),강원특별자치도 춘천시 석사동 640-10,265366.611806744,484485.444161582,2023-07-27,82.88
7544,식육(숯불구이),명륜진사갈비춘천효자점,강원특별자치도 춘천시 효자동 655,264519.81300489,486204.177489443,2023-09-06,419.58
7545,기타,스지명당,강원특별자치도 춘천시 퇴계동 1192-8,263569.613425557,484924.662450293,2023-09-06,60.0
7546,기타,왕가탕후루 강원대점,강원특별자치도 춘천시 효자동 632,265472.593981029,485859.29016618,2023-09-11,20.0
7547,일식,사거리횟집,강원특별자치도 춘천시 온의동 65-44,262808.456357804,485405.244083934,2023-09-11,117.04
7548,기타,냉삼국민학교,강원특별자치도 춘천시 퇴계동 1003-5,265044.476323821,483285.325163182,2023-08-18,130.6
7549,기타,세이(Say),강원특별자치도 춘천시 석사동 309-8,265605.955704513,484106.098393476,2023-07-25,78.52
7550,한식,본죽엔비빔밥춘천우두택지점,강원특별자치도 춘천시 우두동 1094-1,264903.489687746,490113.16589719,2023-07-31,57.36
7551,기타,호텔앤화담,강원특별자치도 춘천시 효자동 651,264602.570816305,486034.827228068,2023-07-31,58.53
7552,기타,펀비어킹춘천한숲시티점,강원특별자치도 춘천시 퇴계동 1240 e편한세상 춘천 한숲시티,264260.591704341,483777.59503768,2023-08-22,84.0
7553,기타,회양포차,강원특별자치도 춘천시 퇴계동 370-8 투다리,264130.41920792,484743.459956482,2023-07-17,49.6
7554,기타,고도리찜닭,강원특별자치도 춘천시 퇴계동 1018,265346.955057411,483293.365700144,2023-07-17,8.64
7555,기타,보라시골,강원특별자치도 춘천시 서면 당림리 55-2,254582.913704273,484787.27558967,2023-07-13,109.76
7556,한식,더나인식당,강원특별자치도 춘천시 남산면 백양리 108-21,250481.954186584,478952.395721777,2023-07-13,25.48
7557,기타,예그리나,강원특별자치도 춘천시 퇴계동 1192-7,263585.643279847,484913.442053778,2023-07-20,103.53
7558,기타,젤리통통,강원특별자치도 춘천시 석사동 980,265760.750878195,484782.142992886,2023-07-20,300.0
7559,기타,무지개맥주,강원특별자치도 춘천시 석사동 744-2,266194.709033875,485031.367088722,2023-07-12,96.03
7560,기타,마선생마약국밥춘천시청점,강원특별자치도 춘천시 요선동 8-2,263981.039292433,486960.389744765,2023-07-12,74.0
7561,기타,명륜진사갈비춘천퇴계점,강원특별자치도 춘천시 퇴계동 523-23,,,2023-07-19,440.4
7562,기타,픽어푸드,강원특별자치도 춘천시 중도동 460 레고랜드 워터메이즈,261283.37742526,487277.678825048,2023-07-07,5.12
7563,기타,메이즈마켓,강원특별자치도 춘천시 중도동 460 레고랜드 워터메이즈,261283.37742526,487277.678825048,2023-07-07,12.48
7564,기타,픽어스낵,강원특별자치도 춘천시 중도동 460 레고랜드 워터메이즈,261283.37742526,487277.678825048,2023-07-07,5.12
7565,기타,피콜로,강원특별자치도 춘천시 석사동 186-36,265867.667983585,483179.844453666,2023-08-29,129.6
7566,기타,오늘엔,강원특별자치도 춘천시 동내면 고은리 33-18,269474.908830548,482828.918571368,2023-09-01,194.19
7567,기타,라라브레드춘천명동점,강원특별자치도 춘천시 중앙로2가 1,263969.798519834,486632.352933608,2023-07-21,157.16
7568,기타,제육한상,강원특별자치도 춘천시 사농동 115-9,263543.837042205,489714.090242525,2023-07-21,48.57
7569,기타,79대포춘천우두점,강원특별자치도 춘천시 우두동 1110,264798.07590442,489729.908453491,2023-07-21,50.46
7570,기타,마일스비치,강원특별자치도 춘천시 남산면 강촌리 243-1,255789.697109219,479137.606165498,2023-07-21,150.9
7571,식육(숯불구이),고기야,강원특별자치도 춘천시 온의동 65-42,262877.493333518,485370.954041102,2001-04-20,100.45
7572,기타,다인칼국수,강원특별자치도 춘천시 퇴계동 1169-2,264065.715101982,484700.420600402,2023-06-14,136.5
7573,기타,주식회사에이치앤씨푸드,강원특별자치도 춘천시 온의동 528,263438.836127474,484648.456475922,2023-06-15,89.55
7574,기타,빅스타피자춘천우두,강원특별자치도 춘천시 우두동 1115,264490.598384816,489683.525898883,2023-06-14,37.84
7575,기타,수작카츠엔드한스델리,강원특별자치도 춘천시 조양동 144-3,263907.525093906,486490.624417762,2023-06-22,194.08
7576,기타,편편집 춘천삼천점,강원특별자치도 춘천시 삼천동 152-1,261966.736365511,485371.792669402,2023-06-22,264.96
7577,기타,미사옥춘천엔타,강원특별자치도 춘천시 석사동 980,265760.750878195,484782.142992886,2023-06-27,116.66
7578,식육(숯불구이),한양고깃집춘천한숲시티점,강원특별자치도 춘천시 퇴계동 451-3,263984.133034046,483879.705391898,2023-06-27,168.0
7579,기타,해성장어구이,강원특별자치도 춘천시 남산면 강촌리 428-4,254405.906231514,477561.725457055,2023-06-12,171.75
7580,기타,찌웅이네숯불두마리치킨춘천점,강원특별자치도 춘천시 효자동 823 효자코아루웰라움,265188.475089266,484866.937944979,2023-06-12,43.76
7581,기타,컴포즈커피춘천장학점,강원특별자치도 춘천시 동면 장학리 996,266258.791751292,488298.745613064,2023-06-28,33.0
7582,한식,아이엠어바텐더(Im a Bartender),강원특별자치도 춘천시 효자동 655-2,264539.743486712,486193.949764962,2023-06-26,51.8
7583,호프/통닭,왕천파닭,강원특별자치도 춘천시 석사동 911-7,265919.264044468,483259.878348616,2023-06-13,89.22
7584,기타,냇가가든,강원특별자치도 춘천시 서면 오월리 197-8,256452.172407607,497560.259291081,2023-06-23,55.17
7585,식육(숯불구이),강촌찐해물칼국수,강원특별자치도 춘천시 남산면 방곡리 385,256107.64280213,478369.866706733,2002-12-17,192.39
7586,기타,명가호반닭갈비막국수(퇴계점),강원특별자치도 춘천시 퇴계동 1008-1,264971.98659537,483278.549842564,2003-07-28,113.44
7587,탕류(보신용),79네수육국밥춘천온의점,강원특별자치도 춘천시 온의동 73-3,262748.691381547,485332.65731103,2009-06-17,78.0
7588,한식,통큰두마리찜닭목포홍어찜,강원특별자치도 춘천시 퇴계동 873-11 (1층),263479.194212741,484775.394808878,2009-06-19,117.08
7589,식육(숯불구이),약사천가든,강원특별자치도 춘천시 약사동 26-10,263984.967487978,486154.252231087,2009-06-24,97.6
7590,한식,장군이네밥집,강원특별자치도 춘천시 우두동 1052-22 (1층),263959.562377499,488831.017987447,2009-06-24,70.12
7591,기타,병천순대국,강원특별자치도 춘천시 동내면 학곡리 600,266869.868879708,481725.148310978,2009-06-29,35.1
7592,한식,신닭발,강원특별자치도 춘천시 효자동 631-5,265537.777893012,485866.936628492,2003-08-28,79.3
7593,한식,온'S푸드,강원특별자치도 춘천시 효자동 20-11,265336.596640198,486063.376014913,2003-09-05,89.76
7594,식육(숯불구이),큰손숯불구이,강원특별자치도 춘천시 퇴계동 1153-2,263752.369713919,485124.942357604,2006-02-28,67.45
7595,한식,옛날순대국,강원특별자치도 춘천시 근화동 796-7 외 1필지,263551.175024633,488011.891414927,2006-03-03,34.6
7596,한식,해두리치킨후평점,강원특별자치도 춘천시 후평동 459,265985.072754372,486625.796874267,2006-03-09,50.23
7597,식육(숯불구이),대구참숯막창,강원특별자치도 춘천시 소양로1가 101-13,263739.485879292,488058.221283149,2006-12-27,49.6
7598,한식,토대력남부시장점(투다리남부시장점),강원특별자치도 춘천시 효자동 684-3,263739.07207605,485592.383840742,2006-12-27,76.05
7599,분식,삭주면가,강원특별자치도 춘천시 후평동 733-1,266034.569940184,487345.525535365,2011-08-25,117.1
7600,식육(숯불구이),남일닭갈비,강원특별자치도 춘천시 남산면 강촌리 327-2,255488.471418857,478452.234656548,2011-08-26,106.68
7601,뷔페식,꽃길행복한그날,강원특별자치도 춘천시 동내면 거두리 1102-3,266656.506050068,484026.89811062,2012-07-04,309.1
7602,한식,홍대포,강원특별자치도 춘천시 퇴계동 1159-6 1층,263646.881995951,485140.002025804,2012-07-10,153.28
7603,한식,오공부대찌개,강원특별자치도 춘천시 석사동 669,265300.184652474,484258.152398728,2012-07-11,49.15
7604,분식,김밥나라애막골점,강원특별자치도 춘천시 석사동 727-5 진흥@상가 106호,266248.753976684,485330.859552345,2012-07-12,23.02
7605,탕류(보신용),옛날가마솥소머리곰탕,강원특별자치도 춘천시 신동 766-1 1층,263574.096748413,492660.960296681,2009-08-25,99.84
7606,기타,리네,강원특별자치도 춘천시 효자동 11-2,265231.814565421,485881.311997413,2009-08-26,129.31
7607,기타,미스터봉,강원특별자치도 춘천시 조양동 50-12,263979.839056999,486604.923335406,2009-08-26,78.96
7608,식육(숯불구이),한아름밥상,강원특별자치도 춘천시 효자동 712-27,264311.120610503,485044.636625745,2010-05-10,43.9
7609,기타,60주년기념관카페마운틴,강원특별자치도 춘천시 효자동 192-1 외39필지,265481.557982219,485420.871953344,2010-05-11,251.95
7610,호프/통닭,메이,강원특별자치도 춘천시 석사동 904-3 (6층),265871.186161052,483273.528423371,2006-04-10,182.9
7611,한식,돈,강원특별자치도 춘천시 우두동 1053-5,263941.767494008,488857.916051806,2006-04-10,98.69
7612,한식,전주식당,"강원특별자치도 춘천시 운교동 183 동부시장상가 11,12,23,24호",264518.245047485,486328.376714699,2006-04-11,68.64
7613,일식,퓨전요리주점도도,강원특별자치도 춘천시 요선동 13-11,263900.71553677,486839.931381635,2011-09-16,39.69
7614,까페,마이카페(My cafe),강원특별자치도 춘천시 동내면 거두리 1113-1,266627.517863241,483940.173891596,2012-08-14,32.08
7615,식육(숯불구이),서오리,강원특별자치도 춘천시 동면 만천리 789-10,266415.343556848,487348.072269381,2012-08-16,52.48
7616,호프/통닭,노랑통닭남춘전점,강원특별자치도 춘천시 퇴계동 1160-4,263534.328575049,485172.80318052,2012-08-24,53.04
7617,식육(숯불구이),일송닭갈비막국수,강원특별자치도 춘천시 신북읍 천전리 90-17,268810.300466298,492162.701980906,2012-08-27,100.51
7618,통닭(치킨),또봉이통닭후평점,강원특별자치도 춘천시 후평동 711-28,265462.89479222,487186.642549166,2003-11-24,41.04
7619,한식,오리날다,강원특별자치도 춘천시 서면 안보리 701-1 (1층),249927.755678049,482497.609258092,2004-09-02,192.37
7620,식육(숯불구이),거두호갈비,강원특별자치도 춘천시 동내면 거두리 960-1,266293.289573913,483674.978267928,2004-09-02,124.67
7621,패스트푸드,아시안피자석사퇴계점,강원특별자치도 춘천시 온의동 531-3,263352.150074311,484517.073614883,2004-09-08,59.66
7622,호프/통닭,체르니,강원특별자치도 춘천시 운교동 187,264563.612923865,486384.465320252,2002-11-04,27.18
7623,한식,꿈드림,강원특별자치도 춘천시 후평동 807-3,266320.194958672,486275.524795904,2002-11-05,24.0
7624,한식,명가갈비,강원특별자치도 춘천시 퇴계동 1145-6,264040.962535047,484941.223004641,2003-05-19,96.21
7625,식육(숯불구이),태평소,강원특별자치도 춘천시 퇴계동 140,264613.223878456,483440.882881326,2003-05-19,196.73
7626,일식,라온스시,강원특별자치도 춘천시 석사동 736-11,266125.190439241,485137.941614783,2003-05-19,27.2
7627,통닭(치킨),더치킨버켓,강원특별자치도 춘천시 퇴계동 423-5 (1호),264124.350971167,484374.257440075,2009-04-08,45.0
7628,식육(숯불구이),도깨비밥상,강원특별자치도 춘천시 효자동 40-6,265122.74270643,486189.662708065,2009-04-09,54.17
7629,한식,장가네더덕밥,강원특별자치도 춘천시 동면 장학리 754-1,265955.883643922,489452.44979362,2003-06-16,330.48
7630,식육(숯불구이),착한복돼지,강원특별자치도 춘천시 석사동 740-6,266041.448933882,485107.521308393,2003-06-16,38.11
7631,탕류(보신용),춘천왕감자탕(퇴계점),강원특별자치도 춘천시 퇴계동 1008-10,264963.193874351,483265.108341403,2003-06-25,124.29
7632,한식,원조신토불이,강원특별자치도 춘천시 석사동 726-5,266367.104912667,485216.806409556,2003-06-27,88.86
7633,한식,소양강먹촌,강원특별자치도 춘천시 신북읍 천전리 39-3,269607.450180333,492542.728992475,2003-06-27,42.38
7634,한식,청평골우리집,강원특별자치도 춘천시 북산면 청평리 668-11,271780.838693855,498114.019423838,2009-05-21,49.5
7635,한식,춘하추동,강원특별자치도 춘천시 북산면 청평리 668-11,271780.838693855,498114.019423838,2009-05-21,49.5
7636,식육(숯불구이),우리한우,강원특별자치도 춘천시 칠전동 603-6 (1층),262864.815086528,482284.910648513,2009-05-26,63.36
7637,기타,식신,강원특별자치도 춘천시 우두동 1066-10 (1층),264040.096993758,488801.557782751,2009-05-26,96.57
7638,한식,(주)원일유통 춘천(상)휴게소,강원특별자치도 춘천시 동내면 사암리 123-2 외5필지(A동),269473.654777897,481610.670257614,2003-08-02,420.63
7639,호프/통닭,작업반장,강원특별자치도 춘천시 동내면 거두리 948-8,266213.723467877,483610.647355787,2003-08-05,111.7
7640,한식,명가낙지한마리수제비(춘천2호중앙로점),강원특별자치도 춘천시 요선동 15-18,263947.678074779,486782.772897025,2004-05-14,171.18
7641,식육(숯불구이),돈푸대부속구이,강원특별자치도 춘천시 효자동 754-10 (3동1층),265102.082223149,486603.664195228,2004-05-17,23.76
7642,정종/대포집/소주방,대주객,강원특별자치도 춘천시 석사동 749-3 (1층),266016.530440136,485013.691614628,2004-05-18,122.59
7643,분식,불닭발동대문엽기떡볶이석사점,강원특별자치도 춘천시 석사동 888-1 스타플러스빌딩203호(2층),265505.402588364,483523.913934339,2009-07-07,148.0
7644,식육(숯불구이),장수닭갈비,강원특별자치도 춘천시 온의동 548-16 (1층),263138.728399161,484295.640025798,2010-03-25,69.6
7645,까페,월든(Walden),강원특별자치도 춘천시 동면 장학리 68-1,267529.854706258,488803.165999319,2010-03-29,98.77
7646,기타,뉴욕바닷가재,강원특별자치도 춘천시 동내면 사암리 1245-1,267415.435078007,482338.879940089,2010-03-30,193.44
7647,한식,채선당(석사점),강원특별자치도 춘천시 동내면 거두리 1102-1,266603.696507272,484015.651729039,2010-03-31,167.19
7648,식육(숯불구이),물갯말닭갈비,강원특별자치도 춘천시 남산면 강촌리 252-5,255894.063455978,478917.896337433,2010-04-01,149.0
7649,경양식,잭밀러,강원특별자치도 춘천시 석사동 940-1 (1층),265916.677502928,483195.296474044,2010-04-02,115.92
7650,식육(숯불구이),새명동구우미닭갈비,강원특별자치도 춘천시 조양동 48-1,264099.311169448,486536.709866083,2010-04-05,141.89
7651,한식,춘석이네,강원특별자치도 춘천시 중앙로3가 78-4,263407.128631054,486107.881370232,2004-06-14,47.93
7652,식육(숯불구이),토담화로구이,강원특별자치도 춘천시 퇴계동 968-1,264788.609890515,484456.650050898,2004-06-16,186.3
7653,정종/대포집/소주방,오필승닭발거두점,강원특별자치도 춘천시 동내면 거두리 954-2,266232.506782643,483623.525369509,2007-01-18,124.14
7654,호프/통닭,바른치킨춘천석사점,강원특별자치도 춘천시 석사동 888-1 (스타플러스빌딩101호),265505.402588364,483523.913934339,2007-01-26,94.0
7655,호프/통닭,석수한우,강원특별자치도 춘천시 석사동 909-9,265922.700771007,483328.238968716,2007-01-31,115.05
7656,식육(숯불구이),삼삼구이,강원특별자치도 춘천시 석사동 909-5 (1층),265882.11447944,483296.702941205,2007-01-31,130.62
7657,통닭(치킨),비에이치씨퇴계사랑점,강원특별자치도 춘천시 퇴계동 912-4,263816.646815133,484307.1481598,2007-11-21,37.8
7658,한식,율문리(후평동2호점),강원특별자치도 춘천시 신북읍 율문리 565-1,265294.883408282,491680.447982253,2007-11-22,176.16
7659,통닭(치킨),맘스터치우두점,강원특별자치도 춘천시 우두동 1052-14,263964.982118961,488768.479608871,2012-07-12,108.0
7660,호프/통닭,옛날통닭비어파크,강원특별자치도 춘천시 신북읍 천전리 212-43 1층,269508.158203767,492485.783035461,2012-07-13,103.6
7661,식육(숯불구이),지리산청정흑돼지,강원특별자치도 춘천시 퇴계동 1003-1,265043.465295633,483307.743474943,2012-07-18,74.67
7662,횟집,창랑,강원특별자치도 춘천시 동내면 거두리 964-1,266348.179357314,483733.82216494,2010-05-12,52.75
7663,라이브카페,애플,강원특별자치도 춘천시 후평동 796-9,266085.709110332,486274.956720191,2010-05-12,144.0
7664,식육(숯불구이),원닭갈비,강원특별자치도 춘천시 동내면 거두리 667-24,266789.771603235,484474.30687403,2010-05-13,245.64
7665,정종/대포집/소주방,몽짬뽕,강원특별자치도 춘천시 퇴계동 1065,264428.481496072,484719.872472168,2010-05-14,92.41
7666,기타,본죽&비빔밥 춘천석사에버빌점,강원특별자치도 춘천시 석사동 880-1 (로얄프라자103호),265443.981660551,483538.273144829,2010-05-14,44.78
7667,식육(숯불구이),황토집숯불닭갈비,강원특별자치도 춘천시 신북읍 천전리 89-4,268768.160136377,492103.197128492,2010-05-19,223.2
7668,패스트푸드,피자알볼로춘천중앙점,강원특별자치도 춘천시 교동 93-27,264744.726928845,486974.711201154,2010-12-17,75.43
7669,한식,정아네죽집,강원특별자치도 춘천시 온의동 29-3 풍물시장상가13동107호,263022.696768823,485280.150631317,2010-12-17,16.2
7670,분식,도스마스한림대점,강원특별자치도 춘천시 교동 156-5,264999.703590817,486928.532488986,2006-04-11,31.21
7671,한식,서정가든,강원특별자치도 춘천시 동내면 학곡리 444-3,266470.221822472,481691.229754458,2006-04-13,154.65
7672,한식,양구재래식손두부,강원특별자치도 춘천시 동면 지내리 131-1,268639.900196019,489937.611301541,2006-04-14,112.8
7673,기타,꼴두바우,강원특별자치도 춘천시 교동 11-14,264784.787703259,486917.969238984,2007-03-06,58.4
7674,한식,소문난순대,강원특별자치도 춘천시 퇴계동 902-5 (1층),263703.607129597,484341.65912055,2007-03-08,116.0
7675,호프/통닭,청파동강대점,강원특별자치도 춘천시 효자동 629-15,265428.753300772,485905.347011039,2007-03-12,68.95
7676,한식,춘천날아라닭갈비,강원특별자치도 춘천시 동내면 거두리 1055-2,266676.687900812,484174.214556453,2012-08-28,98.06
7677,호프/통닭,이모네포차,강원특별자치도 춘천시 후평동 807-8,266369.830929868,486265.442604275,2012-08-28,26.66
7678,식육(숯불구이),달맞이,강원특별자치도 춘천시 석사동 747-2,266050.769872518,484997.046639526,2012-08-30,90.06
7679,중국식,도원뚝짬,강원특별자치도 춘천시 동내면 거두리 1113-2,266633.647218693,483928.639708106,2012-09-03,146.88
7680,식육(숯불구이),퇴계풍물생고기양푼이동태탕,강원특별자치도 춘천시 퇴계동 896-10,263918.605997854,484423.77239618,2004-09-15,98.79
7681,한식,원순두부,강원특별자치도 춘천시 요선동 15-22,263952.384125553,486797.59735983,2004-09-16,71.0
7682,한식,메밀밭감자옹심이메밀칼국수,강원특별자치도 춘천시 석사동 642-12,265245.327993533,484342.333529054,2005-07-15,132.48
7683,한식,말탕개미도리탕,강원특별자치도 춘천시 후평동 848-3 (1층),265335.474575428,487061.268789654,2005-07-18,40.26
7684,한식,만미정,"강원특별자치도 춘천시 요선동 7-8 외1필지(1층,2층)",263991.535146818,486908.290365641,1985-10-28,175.0
7685,한식,형제식당,강원특별자치도 춘천시 효자동 709-11,264387.596731257,485190.429025582,1985-12-31,50.0
7686,식육(숯불구이),동물농장,강원특별자치도 춘천시 퇴계동 946-8,264770.630202539,484484.651327749,1985-05-31,106.64
7687,한식,부일정,강원특별자치도 춘천시 사농동 281-2,263274.89380485,491574.572567605,1985-06-04,61.37
7688,한식,풍천장어숯불구이,강원특별자치도 춘천시 후평동 709-6,265675.808585788,487044.415481294,2003-05-23,79.77
7689,한식,와플칸 한림대점,강원특별자치도 춘천시 교동 15-3,264849.295887026,486995.817346474,2003-05-23,50.44
7690,한식,가마골소머리곰탕,강원특별자치도 춘천시 동내면 학곡리 271-11,266848.722895177,481530.017242495,2003-05-27,177.85
7691,한식,한남순대,강원특별자치도 춘천시 후평동 686-25,265447.048325712,486733.57051013,2003-05-28,50.58
7692,분식,식향,"강원특별자치도 춘천시 효자동 310-14 (2동, 1층))",264622.179541327,485026.528638022,2003-05-30,28.5
7693,한식,동도통영굴밥,"강원특별자치도 춘천시 근화동 712-1 (1층, 좌측)",263200.134378556,485891.190392334,2004-03-03,52.0
7694,분식,김밥분식,강원특별자치도 춘천시 후평동 807-14,266298.465557137,486254.929245002,2004-03-05,29.7
7695,한식,우정죽,강원특별자치도 춘천시 교동 156-27,265003.239543902,487012.522712728,2004-03-11,79.2
7696,탕류(보신용),촌닭곰탕,강원특별자치도 춘천시 동내면 학곡리 602,266898.855104487,481690.070009037,2010-01-11,60.0
7697,식육(숯불구이),오부자닭갈비막국수,강원특별자치도 춘천시 온의동 327-1,263182.291239585,484229.70209494,2010-01-12,259.88
7698,한식,일오삼해장국,강원특별자치도 춘천시 퇴계동 956-2,264656.650325863,484508.25026565,2010-01-18,115.56
7699,한식,정다운백반,강원특별자치도 춘천시 조양동 47-2,264133.482785711,486543.987820368,2010-01-22,39.87
7700,통닭(치킨),훌랄라참숯바베큐치킨(퇴계점),강원특별자치도 춘천시 퇴계동 903-1 1층,263682.153288743,484313.050530982,2004-04-09,52.0
7701,한식,거두리박대감,강원특별자치도 춘천시 동내면 거두리 958-6 1층,266294.554514097,483594.616782696,2004-04-12,113.67
7702,감성주점,쉐도우,"강원특별자치도 춘천시 효자동 628-13 (3동,3층)",265398.788871568,485896.589135583,2004-04-13,110.46
7703,기타,예와생스튜디오카페,강원특별자치도 춘천시 동면 지내리 407,268702.174065058,491190.429757655,2004-04-13,385.54
7704,한식,위찜춘천후평점,강원특별자치도 춘천시 후평동 702-12,265888.107474041,486750.267131035,2010-02-19,128.3
7705,분식,춘천왕만두(중앙점),강원특별자치도 춘천시 중앙로2가 87-1 외1필지(1층),263858.102757492,486597.392539909,2010-03-02,44.25
7706,호프/통닭,치킨포차,강원특별자치도 춘천시 동내면 거두리 1004-3,266265.290612771,484128.48174273,2010-03-02,69.12
7707,한식,원주토정추어탕,강원특별자치도 춘천시 신동면 정족리 684-1,264334.186875356,482519.415061806,2010-03-03,195.94
7708,한식,나루,강원특별자치도 춘천시 동내면 거두리 958-1,266260.347710787,483656.044405299,2010-03-05,112.44
7709,한식,땡촌닭발(근화온의점),강원특별자치도 춘천시 근화동 291-14,263293.94434189,485769.909800239,2010-03-08,48.6
