index,업태구분명,사업장명,소재지전체주소,좌표정보(x),좌표정보(y),인허가일자,시설총규모
7937,한식,노랑통닭우두점,강원특별자치도 춘천시 우두동 1063-5,264106.635295315,488755.235465156,2006-11-17,134.9
7938,경양식,믹스테이블라운지(MIX TABLE LOUNGE),강원특별자치도 춘천시 석사동 913-6 (1층),265947.388693413,483238.553368563,2006-11-20,140.61
7939,한식,오필승닭발석사점,강원특별자치도 춘천시 석사동 697,265186.179248181,484573.946217915,2006-11-21,53.95
7940,탕류(보신용),가마솥소머리곰탕,강원특별자치도 춘천시 우두동 41-1,264956.425430115,490956.580758005,2006-11-22,95.04
7941,한식,뚝배기마을,"강원특별자치도 춘천시 중앙로1가 91 외4필지(지하상가다열49,50호)",264063.07608168,486899.162452165,2007-10-09,37.0
7942,기타,닭발귀신,강원특별자치도 춘천시 후평동 854-4 (1동1층),265264.129700241,487060.78347607,2007-10-10,45.78
7943,탕류(보신용),금자네해장국,강원특별자치도 춘천시 운교동 182-3,264519.696795817,486271.61005808,2012-06-07,69.02
7944,정종/대포집/소주방,장터마당,강원특별자치도 춘천시 퇴계동 968-9 (1층),264824.717993386,484392.67297144,2006-12-14,93.0
7945,한식,굴마을춘천강남점,강원특별자치도 춘천시 온의동 518-1 (1층),263394.511598866,484753.431110702,2006-12-18,108.12
7946,한식,곱곱창구이,강원특별자치도 춘천시 동내면 거두리 958-8,266308.549077674,483570.012520876,2006-12-18,95.55
7947,기타,마라홀릭마라탕퇴계석사점,강원특별자치도 춘천시 석사동 880-4 (프라임타워 112호),265419.195718634,483446.822404389,2006-12-18,105.3
7948,한식,산촌흑염소,강원특별자치도 춘천시 석사동 907-6 (지상1층),265866.759125426,483313.440797764,2006-12-19,127.4
7949,중국식,롱타우객잔,강원특별자치도 춘천시 석사동 802-2,264972.071352915,484067.543927369,2006-12-21,265.49
7950,한식,조부자매운순대가퇴계점,강원특별자치도 춘천시 퇴계동 1159-2,263622.351216445,485167.303398065,2006-12-22,111.84
7951,한식,일렁,강원특별자치도 춘천시 남면 발산리 832-1,252418.936851102,468808.037085015,2007-11-06,40.2
7952,한식,부자네토종순대국,강원특별자치도 춘천시 교동 11-1,264825.578708001,486988.317888623,2004-07-23,73.8
7953,한식,웰빙닭갈비,강원특별자치도 춘천시 퇴계동 1008-7 1층,264998.978238821,483244.840584258,2004-07-28,104.49
7954,기타,토마토도시락춘천한림대점,"강원특별자치도 춘천시 교동 152-3 152-2,152-8(1층)",264899.406591278,487029.534679173,2005-05-18,82.71
7955,감성주점,마이웨이,강원특별자치도 춘천시 후평동 683,265347.161424125,486616.688921028,2005-05-25,105.0
7956,식육(숯불구이),재궁골토종닭,강원특별자치도 춘천시 동면 장학리 84,267002.907048391,488708.471301924,2010-04-26,90.0
7957,한식,달밤,강원특별자치도 춘천시 교동 156-6,264996.213457255,486915.20825244,2010-04-26,59.72
7958,중국식,진시황제,강원특별자치도 춘천시 후평동 701-8,265931.855070483,486647.974415337,2010-04-26,123.28
7959,김밥(도시락),돼지집,강원특별자치도 춘천시 운교동 137-73,264464.841036451,486255.205448849,2003-02-05,32.56
7960,한식,청미래닭갈비,강원특별자치도 춘천시 효자동 631-16,265509.241987575,485878.607718023,2003-02-06,0.0
7961,식육(숯불구이),황토영광장어,강원특별자치도 춘천시 석사동 696-1,265135.359672542,484621.357543918,2003-10-07,64.66
7962,경양식,감자밭,강원특별자치도 춘천시 신북읍 천전리 99-13,268902.127507952,492171.998188094,2003-10-14,188.5
7963,한식,명봉닭갈비막국수,강원특별자치도 춘천시 동면 만천리 71,269123.586543357,485292.140585094,2003-10-14,145.75
7964,기타,셰프의연어,강원특별자치도 춘천시 효자동 617-9,265182.565890352,485947.783820881,2012-08-13,70.06
7965,한식,륭림닭발,강원특별자치도 춘천시 석사동 915-7 (1층),265987.455143764,483231.22169458,2003-10-29,110.96
7966,한식,옥산포기사식당,강원특별자치도 춘천시 사농동 271-17,263362.938687197,491616.796091238,2003-10-29,109.63
7967,한식,원님밥상,강원특별자치도 춘천시 조양동 43-7,264109.648664903,486578.216675301,2003-11-07,58.59
7968,한식,황토집,강원특별자치도 춘천시 석사동 642-13 (1층),265254.255614447,484352.463300563,2009-09-02,97.43
7969,한식,룡의부활,강원특별자치도 춘천시 교동 117-1 (1층),264957.413096972,486766.077253845,2009-09-02,76.58
7970,기타,"불타는낙지,해물찜",강원특별자치도 춘천시 동내면 거두리 948-4,266167.56,483602.34,2009-09-03,117.64
7971,탕류(보신용),마산집,강원특별자치도 춘천시 동면 만천리 574-9,267051.092697651,486551.883756598,2009-09-04,164.32
7972,정종/대포집/소주방,투다리후평2호점,강원특별자치도 춘천시 교동 156-8,265001.342682384,486900.255533058,2009-09-09,51.75
7973,통닭(치킨),새참,강원특별자치도 춘천시 퇴계동 165-2,264838.609978713,483657.672639952,2008-01-21,85.65
7974,식육(숯불구이),춘천명물닭갈비,강원특별자치도 춘천시 삼천동 37-85,262139.645040325,485513.111025357,2008-01-31,611.13
7975,호프/통닭,곱창이야기,강원특별자치도 춘천시 석사동 734-11,266180.051735697,485075.289633954,2008-02-11,38.4
7976,한식,등대,강원특별자치도 춘천시 석사동 855-2,265804.720353837,483580.414381363,2008-01-18,153.56
7977,한식,동강막국수,강원특별자치도 춘천시 사북면 오탄리 566-2,253391.702776862,505360.261504445,1987-08-10,91.2
7978,한식,속초식당,"강원특별자치도 춘천시 요선동 8-58 8-55,8-57,8-60",263950.637762629,486938.573454762,1987-05-27,67.98
7979,한식,진아하우스,강원특별자치도 춘천시 소양로3가 183,263520.234927779,486885.774817485,1987-10-20,88.76
7980,탕류(보신용),경춘순대국,강원특별자치도 춘천시 약사동 151-5,263678.007278791,485730.796016819,1987-02-18,91.71
7981,식육(숯불구이),주먹생고기,강원특별자치도 춘천시 근화동 711,263076.771481767,486016.693312445,1991-10-10,24.5
7982,식육(숯불구이),다릿목닭갈비,강원특별자치도 춘천시 소양로1가 100-19,263698.549753519,488059.186779714,1991-11-15,169.52
7983,식육(숯불구이),소양강닭갈비막국수,강원특별자치도 춘천시 소양로1가 101-2,263756.026119556,488055.639250268,1991-09-09,228.28
7984,통닭(치킨),이서방양념치킨한림분점,강원특별자치도 춘천시 후평동 842-6,265419.57352445,487159.999484922,1991-06-01,34.79
7985,한식,원용식당,강원특별자치도 춘천시 동면 상걸리 289-2,274729.114854776,484769.685793716,1994-06-22,68.4
7986,한식,대룡산막국수,강원특별자치도 춘천시 동내면 신촌리 335-3,267840.593927833,483350.114638418,1994-07-18,69.21
7987,한식,무공해식당,강원특별자치도 춘천시 남면 가정리 875-4,250967.608938931,470115.959832899,1994-12-20,83.4
7988,한식,양지촌(네스트),강원특별자치도 춘천시 남산면 서천리 338-14,247939.023889055,482549.776155801,1994-06-07,95.9
7989,한식,광판순두부,강원특별자치도 춘천시 남산면 광판리 637-1,261766.305878448,470050.856345198,1994-06-24,75.05
7990,한식,강원감자탕,강원특별자치도 춘천시 남산면 광판리 102,262570.567686474,471171.516604142,1994-07-08,0.0
7991,한식,향토오리집,강원특별자치도 춘천시 남산면 강촌리 335-2,255849.74319112,478594.729955759,1994-07-12,88.42
7992,한식,청룡뿌리,강원특별자치도 춘천시 서면 안보리 178,251074.098262345,481769.062532591,1994-10-27,159.5
7993,한식,원두막식당,강원특별자치도 춘천시 서면 현암리 295,260516.90269661,487727.89433016,1994-10-19,45.21
7994,한식,미래향,강원특별자치도 춘천시 근화동 796-22,263598.762902279,488047.088996114,1994-11-11,78.1
7995,한식,현대뚝배기,강원특별자치도 춘천시 후평동 714-7,265479.236722148,487332.367884827,1994-04-14,80.33
7996,호프/통닭,포차이태원,강원특별자치도 춘천시 후평동 804-19,266253.481056205,486292.044851061,2006-09-20,21.5
7997,중국식,동현각,강원특별자치도 춘천시 신동 934-17 (2층),263449.602665809,492562.498166253,2006-09-22,93.6
7998,경양식,하늘닭갈비,강원특별자치도 춘천시 약사동 86-7,263769.205556453,485949.472407965,2006-09-22,91.13
7999,한식,박대감,강원특별자치도 춘천시 석사동 909-10 (1층),265932.333242228,483341.583594093,2006-09-29,110.93
8000,한식,병천순대,강원특별자치도 춘천시 후평동 855-3 (1동1층),265178.419702144,487029.538293149,2007-07-06,59.4
8001,탕류(보신용),광치해장국,강원특별자치도 춘천시 소양로3가 175-1,263549.724492183,486942.691888199,2012-03-08,42.93
8002,한식,부경감자탕,강원특별자치도 춘천시 후평동 879-2,266723.843741667,486073.607567164,2006-10-24,53.57
8003,한식,막썰어회센터,강원특별자치도 춘천시 후평동 723-31 1동,265679.365518478,487159.193560365,2006-10-24,143.19
8004,정종/대포집/소주방,오늘도한우 춘천거두리점,강원특별자치도 춘천시 동내면 거두리 954-15,266245.518703136,483631.002846798,2006-10-25,109.0
8005,한식,현이네,강원특별자치도 춘천시 동내면 신촌리 581-1,266970.75916698,483076.77027505,2006-10-27,71.71
8006,식육(숯불구이),구이가(강원대점),강원특별자치도 춘천시 효자동 629-5,265464.96492818,485897.568330798,2006-10-27,94.62
8007,호프/통닭,짱구네숫불닭발,강원특별자치도 춘천시 소양로1가 95-4,263736.451509355,487682.609265502,2006-10-30,70.23
8008,식육(숯불구이),정족리밥집,강원특별자치도 춘천시 신동면 정족리 632-11,264303.960453187,482823.604212218,2007-08-24,97.1
8009,기타,예그리나,강원특별자치도 춘천시 석사동 747-9,266114.953606644,484940.92526307,2012-04-12,108.53
8010,식육(숯불구이),거두냉삼집,강원특별자치도 춘천시 동내면 거두리 982-2 (1층),266292.295,483516.73,2012-04-23,132.18
8011,한식,서현옛날밥상,강원특별자치도 춘천시 후평동 301-1,265901.189684597,487462.910139265,2012-04-26,108.0
8012,한식,수다쟁이낙지,강원특별자치도 춘천시 후평동 688-5 (1층),265518.056145089,486667.510739031,2012-04-27,39.1
8013,정종/대포집/소주방,오필승닭발퇴계2호점,강원특별자치도 춘천시 퇴계동 426-23 (1층),263959.765219389,484258.070307214,2007-10-11,32.38
8014,식육(숯불구이),미도숯불갈비,"강원특별자치도 춘천시 효자동 665-6 (1층,2동)",264476.950364781,485732.884393466,2007-10-15,45.36
8015,일식,홍대무라,강원특별자치도 춘천시 교동 156-5,264999.703590817,486928.532488986,2007-10-15,72.76
8016,김밥(도시락),오늘김밥,강원특별자치도 춘천시 효자동 305-5,264583.613728629,485005.641773518,2007-10-17,52.08
8017,경양식,식당브아,강원특별자치도 춘천시 석사동 740-16 (1층),266021.035536159,485110.772112514,2007-10-17,102.45
8018,식육(숯불구이),이모네불막창퇴계점,강원특별자치도 춘천시 퇴계동 946-6 (1층),264751.730380102,484511.966183604,2007-11-12,93.96
8019,식육(숯불구이),소림생고기,강원특별자치도 춘천시 효자동 756,265089.883630898,486556.833602858,2007-11-13,84.58
8020,한식,홍두깨장칼국수,강원특별자치도 춘천시 퇴계동 912 (1층),263771.218185528,484337.810745309,2007-11-15,100.12
8021,한식,가리미김밥거두점,강원특별자치도 춘천시 동내면 거두리 933-1,266086.611423327,483863.333358042,2007-11-20,105.28
8022,한식,제주돈통,강원특별자치도 춘천시 석사동 919-4 (1층),266008.326212648,483219.033456343,2008-09-17,96.82
8023,한식,팔미농원,강원특별자치도 춘천시 신동면 팔미리 674,259562.203341093,478858.490789181,2005-05-30,146.9
8024,한식,호호식당,강원특별자치도 춘천시 석사동 890-2,265545.27362883,483520.881096354,2005-05-31,97.92
8025,한식,우리동네포차,강원특별자치도 춘천시 후평동 801-12,266224.119670073,486262.601800242,2006-02-21,49.68
8026,패스트푸드,송탄햄버거,"강원특별자치도 춘천시 효자동 628-5 (1층, 3동)",265366.891245153,485887.739578376,2006-02-22,32.0
8027,한식,고향산천,강원특별자치도 춘천시 신북읍 산천리 347-1,265974.127128383,494124.376006915,2006-02-24,89.54
8028,한식,한우가,"강원특별자치도 춘천시 석사동 155-4 1,2동",266044.551954556,483039.989488641,2006-02-27,229.72
8029,한식,새서울해장국,강원특별자치도 춘천시 효자동 20-13,265326.700479273,486044.061837446,2006-02-27,20.52
8030,식육(숯불구이),산속툇골오리,강원특별자치도 춘천시 퇴계동 908 (1층),263940.264541313,484373.613494263,2010-05-03,89.0
8031,분식,밀어칼국수,강원특별자치도 춘천시 온의동 29-3 외29필지(상가12동83호점),263022.696768823,485280.150631317,2010-12-08,16.2
8032,한식,육림집,강원특별자치도 춘천시 온의동 148-1 외29필지12동90호,263201.527430602,485129.434123082,2010-12-08,16.2
8033,중국식,팔봉루,강원특별자치도 춘천시 남산면 광판리 432-1,262370.408648574,470852.835800228,2010-12-09,109.31
8034,한식,산골청국장,강원특별자치도 춘천시 신북읍 산천리 291-1,265991.391119737,494135.971355477,2010-12-09,47.6
8035,한식,강남동골목원조닭갈비,강원특별자치도 춘천시 온의동 538-11,263170.287286786,484489.267342685,2010-12-10,102.72
8036,호프/통닭,뉴욕야시장후평점,강원특별자치도 춘천시 후평동 798-14,266094.468623202,486209.010873493,2010-12-13,80.0
8037,호프/통닭,비어밸리,강원특별자치도 춘천시 후평동 891-10,266181.44093843,485741.966709289,2003-10-23,135.12
8038,한식,곽만근갈비탕,강원특별자치도 춘천시 석사동 890-2 (1층),265545.27362883,483520.881096354,2004-08-19,132.69
8039,한식,춘천왕감자탕,강원특별자치도 춘천시 동내면 거두리 954-13,266259.195,483606.575,2004-08-19,98.0
8040,한식,승도리네곱도리탕춘천점,강원특별자치도 춘천시 석사동 743-1 (1층),266152.59278325,485067.566035182,2004-09-01,115.2
8041,한식,콩사랑마을,강원특별자치도 춘천시 퇴계동 1136-2,263668.400742759,485279.655126579,2004-09-01,225.38
8042,경양식,아롬,강원특별자치도 춘천시 석사동 654-11,265148.668286382,484268.827640945,2010-05-25,79.2
8043,한식,엄니식당,강원특별자치도 춘천시 퇴계동 72-6 (지하),264915.542874967,483213.748075801,2010-05-27,63.83
8044,중국식,함흥집,강원특별자치도 춘천시 온의동 65-54 (1층),262772.875795003,485407.082025351,2010-05-27,84.06
8045,식육(숯불구이),오필승닭발팔호광장점,강원특별자치도 춘천시 운교동 136-1,264449.151975653,486253.873927625,2010-05-31,88.19
8046,한식,해물마루,강원특별자치도 춘천시 퇴계동 874-4,263563.699919621,484743.479651878,2010-06-01,102.63
8047,기타,속초회냉면,강원특별자치도 춘천시 동내면 거두리 1131-5,266639.41588072,483751.050831562,2010-06-01,56.16
8048,한식,섬마을생선구이전문,강원특별자치도 춘천시 후평동 831-6,266186.229140596,485965.982002999,2008-11-28,84.5
8049,식육(숯불구이),구이탕탕,강원특별자치도 춘천시 퇴계동 896-8,263939.654208254,484409.812680129,2008-12-01,97.44
8050,호프/통닭,플러스,강원특별자치도 춘천시 석사동 958-1 (1층),266082.157145806,483051.333979668,2008-12-05,108.07
8051,한식,두하막국수,강원특별자치도 춘천시 효자동 612-14 (1층),265039.720359865,486097.851806803,2008-12-09,112.36
8052,한식,송암손칼국수,강원특별자치도 춘천시 칠전동 300,261837.203182951,482734.008771385,2008-12-10,146.46
8053,식육(숯불구이),화화돼지왕갈비퇴계점,강원특별자치도 춘천시 퇴계동 1146-4,264026.349079206,484873.512191428,2008-12-11,139.0
8054,정종/대포집/소주방,한림포차,강원특별자치도 춘천시 후평동 857,265110.6758855,486955.602436281,1996-01-03,91.33
8055,중국식,동보성,강원특별자치도 춘천시 후평동 731-25,265945.110985153,487199.329033901,1996-01-22,70.83
8056,라이브카페,열린음악회,강원특별자치도 춘천시 후평동 710-1,265557.592468212,487250.721504236,1996-03-30,112.47
8057,분식,국수나라,강원특별자치도 춘천시 후평동 711-28,265462.89479222,487186.642549166,1996-08-12,42.92
8058,한식,1973우육면관,강원특별자치도 춘천시 후평동 726-12,265789.445317695,487041.867911258,1996-09-17,54.4
8059,한식,재왕무한리필양꼬치훠궈,강원특별자치도 춘천시 석사동 728-5,266213.71966169,485244.4175203,1997-08-25,158.41
8060,한식,옥돌촌,강원특별자치도 춘천시 후평동 724-4,265733.999743557,487058.360605878,1998-06-12,39.04
8061,한식,진주밥상,강원특별자치도 춘천시 교동 156-28,265003.077979671,486999.426288236,1999-05-17,55.08
8062,한식,풍경닭갈비,강원특별자치도 춘천시 온의동 536-6,263089.205430475,484314.444207727,1999-06-25,24.82
8063,한식,강남참숯불구이,강원특별자치도 춘천시 칠전동 556-9,262730.469399556,482440.357453648,1999-11-04,36.0
8064,한식,여로부대찌개,강원특별자치도 춘천시 석사동 313-19,265718.762279343,484096.422835256,2000-11-07,27.88
8065,호프/통닭,뉴,강원특별자치도 춘천시 효자동 684-11,263776.104141899,485573.469431416,2001-07-06,46.41
8066,한식,셰프앤파티(chef & party),강원특별자치도 춘천시 동면 장학리 639-1,265953.495930879,490011.082613597,2001-08-13,156.0
8067,한식,풍물옹심이,강원특별자치도 춘천시 효자동 686-3,263849.955404499,485469.680248612,2001-11-06,95.81
8068,한식,명동본가닭갈비,"강원특별자치도 춘천시 조양동 51-8,5",263914.097072863,486526.704270652,2002-07-09,193.0
8069,한식,나들김밥,강원특별자치도 춘천시 후평동 745-22,266162.36493339,487530.868237144,2002-08-19,29.32
8070,한식,행복한여자의공간,강원특별자치도 춘천시 효자동 656,264507.583790439,486135.576701816,2007-07-11,8.0
8071,한식,금별맥주춘천애막골점,강원특별자치도 춘천시 석사동 735-19,266195.925321555,485178.171648758,2007-07-16,94.81
8072,식육(숯불구이),백종원의원조쌈밥집춘천석사점,강원특별자치도 춘천시 석사동 878-3,265406.202120079,483550.014425649,2007-07-19,350.3
8073,분식,소담소담,"강원특별자치도 춘천시 효자동 627-9 (3동,1층)",265325.640671681,485873.466765023,2007-08-28,26.1
8074,라이브카페,썬샤인,강원특별자치도 춘천시 후평동 456-10,265966.838635975,486665.787442245,2007-08-29,115.57
8075,한식,쌍용막국수곰탕,강원특별자치도 춘천시 소양로3가 163-2 (1층),263760.951606586,486731.911666915,2007-08-30,65.85
8076,분식,윤가네바지락칼국수,"강원특별자치도 춘천시 중앙로1가 91 지하상가 다열53,54호",264063.07608168,486899.162452165,2008-07-09,37.0
8077,통닭(치킨),파닭에파무쳐(춘천1호점),강원특별자치도 춘천시 교동 164-5,265022.516196146,486720.585936666,2008-07-10,66.01
8078,호프/통닭,호야네,강원특별자치도 춘천시 후평동 801-12,266224.119670073,486262.601800242,2008-08-19,45.09
8079,분식,늘푸른분식,강원특별자치도 춘천시 효자동 759-28,265260.922910207,486445.842018612,2008-08-20,12.0
8080,한식,옹장골관광농원,강원특별자치도 춘천시 남면 후동리 200,254619.999419798,473570.499235344,2008-08-26,134.4
8081,식육(숯불구이),종가염소요리,강원특별자치도 춘천시 퇴계동 615-8 외 1필지,263897.782254918,484697.291239907,2008-08-27,193.5
8082,한식,춘천댐촌닭집거두점,강원특별자치도 춘천시 동내면 거두리 1111-3,266697.993500453,484003.427451424,2002-12-20,94.8
8083,한식,거두리청국장,강원특별자치도 춘천시 동내면 거두리 444-1,268346.539581945,485000.700164292,2002-12-23,86.4
8084,식육(숯불구이),신마포갈매기,강원특별자치도 춘천시 석사동 734-12,266168.316573737,485085.554011707,2002-06-07,110.98
8085,한식,해안막국수,강원특별자치도 춘천시 효자동 623-19,265245.67175815,486115.109797163,2002-06-05,59.38
8086,기타,횡성기사식당,강원특별자치도 춘천시 석사동 747-3,266059.788152957,484989.155918227,2008-09-18,63.92
8087,한식,오서방숯불갈비,강원특별자치도 춘천시 후평동 714-11,265452.591186348,487380.307841714,2008-09-19,117.78
8088,중국식,남춘천중국집,강원특별자치도 춘천시 퇴계동 366-10,264051.600840768,484749.756938738,2008-09-24,90.3
8089,통닭(치킨),미쳐버린파닭(춘천점),강원특별자치도 춘천시 퇴계동 907-3,263923.841920722,484383.866453061,2008-10-01,46.11
8090,호프/통닭,BHC한림대점,강원특별자치도 춘천시 효자동 755-13,265129.564536741,486604.349919148,2008-10-06,47.18
8091,호프/통닭,다락,강원특별자치도 춘천시 동내면 거두리 958-3,266274.029514546,483631.251782402,2008-10-06,107.69
8092,까페,캣츠,강원특별자치도 춘천시 석사동 740-11 (1층),266004.980893233,485066.195605283,2008-10-08,96.9
8093,탕류(보신용),충남삼계탕박물관점,강원특별자치도 춘천시 석사동 764-12,265995.117438481,484756.716242226,2010-12-14,94.23
8094,식육(숯불구이),청솔한우,강원특별자치도 춘천시 석사동 740-1 (1층),266057.513665347,485152.099670092,2010-12-14,102.72
8095,정종/대포집/소주방,야화,강원특별자치도 춘천시 퇴계동 956-16 (1층),264637.009694937,484505.853270361,2011-08-19,62.62
8096,한식,콩사랑마을,강원특별자치도 춘천시 동내면 거두리 1113-3,266639.353606591,483916.965504595,2011-08-22,129.6
8097,호프/통닭,문라이트,강원특별자치도 춘천시 석사동 728-6 (1층),266204.966558385,485232.065387974,2011-08-22,144.37
8098,중국식,행운각,강원특별자치도 춘천시 퇴계동 895-9 (1층),263928.84667406,484461.29982048,2011-08-22,109.8
8099,한식,한점,강원특별자치도 춘천시 퇴계동 947-1 (1층),264648.401872223,484592.002232325,2011-08-23,111.34
8100,중국식,요리마을,강원특별자치도 춘천시 동산면 조양리 350-12,270082.271954962,472648.311718941,2004-08-05,92.97
8101,한식,청솔닭갈비,강원특별자치도 춘천시 온의동 548-13 (1층),263180.908205639,484279.61030599,2004-08-13,92.88
8102,한식,본가호반닭갈비 · 막국수,강원특별자치도 춘천시 동내면 거두리 948-1,266129.135961649,483580.048620916,2004-08-13,100.74
8103,한식,콩새알,강원특별자치도 춘천시 운교동 182,264498.484475409,486276.814960253,2005-06-07,98.75
8104,라이브카페,7080앤조이,강원특별자치도 춘천시 퇴계동 875-1 (지하),263589.504684153,484782.580575617,2005-06-07,58.88
8105,한식,설악추어탕,강원특별자치도 춘천시 석사동 778-8 (1층),265526.471868867,484547.198993914,2005-06-08,144.57
8106,한식,문배마을장씨네,강원특별자치도 춘천시 퇴계동 475-9,264405.30526508,483173.398181766,2005-06-24,125.36
8107,정종/대포집/소주방,행운포차,강원특별자치도 춘천시 온의동 521-7,263358.59292511,484724.400652722,2005-06-24,63.76
8108,통닭(치킨),닭장,강원특별자치도 춘천시 효자동 617-14 (2층),265220.443733635,485928.228190362,2005-06-27,86.96
8109,까페,탑플레이스(Top Place),강원특별자치도 춘천시 동면 장학리 139-54,268280.329676111,488123.305437615,2005-06-28,140.22
8110,한식,본삼계탕,강원특별자치도 춘천시 후평동 728-7,265839.834074312,487043.552374744,2005-06-30,90.2
8111,한식,꼬꼬닭발,강원특별자치도 춘천시 퇴계동 900-11 1층,263822.117177508,484542.135769436,2005-07-05,36.5
8112,한식,항아리,강원특별자치도 춘천시 후평동 836-16,266163.592638869,486126.079330193,2010-12-10,19.2
8113,탕류(보신용),안골설렁탕,강원특별자치도 춘천시 남면 발산리 92-10,255505.328250909,470840.96439756,2010-03-22,97.2
8114,한식,육대장,강원특별자치도 춘천시 후평동 116-26,266297.850603259,487274.677872939,2011-01-03,120.24
8115,감성주점,초이스,강원특별자치도 춘천시 퇴계동 902-4 (지하1층),263711.7,484353.665,2011-01-04,63.18
8116,패스트푸드,커피구루,강원특별자치도 춘천시 석사동 732-8,266308.59186594,485089.941657651,2011-01-13,40.46
8117,호프/통닭,아재돈까스옛날치킨,강원특별자치도 춘천시 후평동 871-8 (1층),266579.297244638,486266.833202116,2009-09-09,127.29
8118,탕류(보신용),장터가마솥곰탕,강원특별자치도 춘천시 신북읍 율문리 280-3,265755.154620657,491654.247377691,2009-09-10,136.95
8119,한식,이순례손만두,강원특별자치도 춘천시 조양동 13-17,264204.250514311,486533.454021293,2009-09-10,153.6
8120,호프/통닭,"더플레이스,곶",강원특별자치도 춘천시 효자동 619-6,265225.939949334,486025.539888015,2009-09-16,197.17
8121,기타,와꾸만,강원특별자치도 춘천시 퇴계동 899 (1층)오른쪽,263874.070223653,484560.618037007,2009-09-21,48.13
8122,식육(숯불구이),약사촌닭갈비,강원특별자치도 춘천시 약사동 151-5,263678.007278791,485730.796016819,1986-02-01,71.87
8123,한식,금선식당,강원특별자치도 춘천시 죽림동 32,263815.717679964,486351.132414808,1986-08-21,23.81
8124,한식,화롯불,강원특별자치도 춘천시 우두동 460-14,264998.046292406,489681.446245903,1986-03-24,173.94
8125,중국식,회빈장,강원특별자치도 춘천시 퇴계동 952-1,264697.693199335,484541.779434831,1986-03-04,97.3
8126,식육(숯불구이),유미닭갈비,강원특별자치도 춘천시 조양동 51-9,263925.157731365,486536.169571371,1994-06-17,171.8
8127,한식,채가네순대국,강원특별자치도 춘천시 효자동 18-46,265324.509142585,486192.484534773,1994-04-22,73.3
8128,한식,닭발집,강원특별자치도 춘천시 효자동 618-18,265219.949113415,486002.128126432,1994-05-30,59.84
8129,통닭(치킨),페리카나퇴계점,강원특별자치도 춘천시 퇴계동 904-8,263720.748273929,484330.245274659,1995-05-19,28.8
8130,식육(숯불구이),팔도숯불구이,강원특별자치도 춘천시 온의동 539-5,263263.153845421,484528.206851311,1995-11-21,62.47
8131,한식,팔도해장국,강원특별자치도 춘천시 온의동 514-3,263290.656570271,484747.501058221,1995-01-20,157.0
8132,식육(숯불구이),배나무집툇골오리,강원특별자치도 춘천시 온의동 261,262701.98943412,484241.529951567,1995-09-29,91.26
8133,횟집,풀장횟집,강원특별자치도 춘천시 서면 오월리 97-1,258350.29638554,496260.614659808,1991-07-24,135.35
8134,식육(숯불구이),언덕오리숯불구이,강원특별자치도 춘천시 서면 오월리 100-1 (1리),258471.070323627,497012.992656582,1991-09-16,70.82
8135,한식,강촌힐스,"강원특별자치도 춘천시 서면 안보리 641-9 (1층,2층)",250588.746392698,481840.01559266,1991-05-06,373.56
8136,횟집,소문난횟집,강원특별자치도 춘천시 서면 덕두원리 43-1,259099.399771547,482802.055119183,1991-08-21,78.72
8137,한식,숲,강원특별자치도 춘천시 북산면 청평리 667-4 외 1필지 1층,271777.389354688,497800.303449897,1991-02-13,65.8
8138,한식,풍물옹심이칼국수(후평점),강원특별자치도 춘천시 후평동 728-3,265858.213634341,487092.389693944,1993-10-20,179.42
8139,정종/대포집/소주방,주당백서,강원특별자치도 춘천시 후평동 804-11,266342.914807112,486303.060391971,1993-10-22,31.2
8140,한식,영구네식당,강원특별자치도 춘천시 석사동 111-8,265996.737734246,484077.390903684,1993-01-28,0.0
8141,식육(숯불구이),일미곱창,강원특별자치도 춘천시 퇴계동 156-11,264604.409267752,483562.919580205,1993-05-22,0.0
8142,한식,퇴계막국수,강원특별자치도 춘천시 퇴계동 593-17,263793.027929643,484659.328683622,1993-07-31,93.72
8143,한식,마포돼지갈비사농동,강원특별자치도 춘천시 사농동 75-13 (1층),263594.495242931,489575.700894025,1993-04-19,92.16
8144,통닭(치킨),마인드치킨,강원특별자치도 춘천시 남산면 창촌리 74-1,256867.283010722,476646.531223572,1993-12-13,64.49
8145,중국식,만리장성,강원특별자치도 춘천시 신북읍 율문리 552-1,265475.372316228,491666.445349876,1994-03-07,85.5
8146,횟집,평남횟집,강원특별자치도 춘천시 서면 오월리 96-2 (1리),258391.119920383,496300.145659326,1994-11-24,148.9
8147,한식,오팔국숫집,강원특별자치도 춘천시 죽림동 11-56 11-57,263797.576011008,486392.695050802,1995-07-14,68.46
8148,한식,병천전통순대,강원특별자치도 춘천시 동면 만천리 305-3,268219.676148589,486227.082981255,1995-08-11,74.2
8149,한식,중앙식당,강원특별자치도 춘천시 중앙로3가 60-6,263672.364616095,486327.324994184,1995-10-26,50.9
8150,한식,함평한우,강원특별자치도 춘천시 삼천동 155-2,261978.183538761,485434.795349735,1996-06-14,49.43
8151,식육(숯불구이),가라매기닭갈비,강원특별자치도 춘천시 우두동 1060 6통,264015.054234503,488755.620402873,1996-09-05,99.1
8152,한식,장터생고기,강원특별자치도 춘천시 우두동 1053-1,263953.49351876,488916.719663356,1996-11-13,78.12
